Statistics Type,Period,Years,Month,Quarters,Consumption Domain Code,Consumption Domain,Source Domain Code,Source Domain,Cancellation type,Total
EECS-Electricity,2021-10,2021,Oct,Qtr4,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,227753
EECS-Electricity,2021-10,2021,Oct,Qtr4,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,309820
EECS-Electricity,2021-10,2021,Oct,Qtr4,DE,DE - Germany,DE,DE - Germany,AIB Member own country,6352337
EECS-Electricity,2021-10,2021,Oct,Qtr4,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,327390
EECS-Electricity,2021-10,2021,Oct,Qtr4,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,76988
EECS-Electricity,2021-10,2021,Oct,Qtr4,FI,FI - Finland,FI,FI - Finland,AIB Member own country,1627305
EECS-Electricity,2021-10,2021,Oct,Qtr4,FR,FR - France,FR,FR - France,AIB Member own country,1837144
EECS-Electricity,2021-10,2021,Oct,Qtr4,GB,GB - United Kingdom,NO,NO - Norway,Other,1390
EECS-Electricity,2021-10,2021,Oct,Qtr4,HR,HR - Croatia,HR,HR - Croatia,AIB Member own country,1207
EECS-Electricity,2021-10,2021,Oct,Qtr4,HU,HU - Hungary,FR,FR - France,Other AIB member,2400
EECS-Electricity,2021-10,2021,Oct,Qtr4,HU,HU - Hungary,NO,NO - Norway,Other AIB member,142379
EECS-Electricity,2021-10,2021,Oct,Qtr4,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,1289110
EECS-Electricity,2021-10,2021,Oct,Qtr4,IT,IT - Italy,IT,IT - Italy,AIB Member own country,108449
EECS-Electricity,2021-10,2021,Oct,Qtr4,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,3
EECS-Electricity,2021-10,2021,Oct,Qtr4,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,86419
EECS-Electricity,2021-10,2021,Oct,Qtr4,LV,LV - Latvia,LV,LV - Latvia,AIB Member own country,70208
EECS-Electricity,2021-10,2021,Oct,Qtr4,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,9002392
EECS-Electricity,2021-10,2021,Oct,Qtr4,NO,NO - Norway,NO,NO - Norway,AIB Member own country,3050356
EECS-Electricity,2021-10,2021,Oct,Qtr4,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,4795
EECS-Electricity,2021-10,2021,Oct,Qtr4,PT,PT - Portugal,PT,PT - Portugal,AIB Member own country,1238970
EECS-Electricity,2021-10,2021,Oct,Qtr4,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,186312
EECS-Electricity,2021-10,2021,Oct,Qtr4,RS,RS - Serbia,RS,RS - Serbia,AIB Member own country,100619
EECS-Electricity,2021-10,2021,Oct,Qtr4,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,2021443
EECS-Electricity,2021-10,2021,Oct,Qtr4,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,7085
EECS-Electricity,2021-10,2021,Oct,Qtr4,SK,SK - Slovakia,SK,SK - Slovakia,AIB Member own country,544160
EECS-Electricity,2021-10,2021,Oct,Qtr4,US,US - United States of America,NO,NO - Norway,Other,18267
EECS-Electricity,2021-11,2021,Nov,Qtr4,AL,AL - Albania,NO,NO - Norway,EU/EEA/EC non AIB Member,130
EECS-Electricity,2021-11,2021,Nov,Qtr4,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,655724
EECS-Electricity,2021-11,2021,Nov,Qtr4,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,1270042
EECS-Electricity,2021-11,2021,Nov,Qtr4,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,422615
EECS-Electricity,2021-11,2021,Nov,Qtr4,BG,BG - Bulgaria,CZ,CZ - Czech Republic,EU/EEA/EC non AIB Member,260
EECS-Electricity,2021-11,2021,Nov,Qtr4,BG,BG - Bulgaria,NO,NO - Norway,EU/EEA/EC non AIB Member,729
EECS-Electricity,2021-11,2021,Nov,Qtr4,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,49019
EECS-Electricity,2021-11,2021,Nov,Qtr4,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,213257
EECS-Electricity,2021-11,2021,Nov,Qtr4,DE,DE - Germany,DE,DE - Germany,AIB Member own country,2315503
EECS-Electricity,2021-11,2021,Nov,Qtr4,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,327560
EECS-Electricity,2021-11,2021,Nov,Qtr4,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,40572
EECS-Electricity,2021-11,2021,Nov,Qtr4,FI,FI - Finland,FI,FI - Finland,AIB Member own country,2154341
EECS-Electricity,2021-11,2021,Nov,Qtr4,FR,FR - France,FR,FR - France,AIB Member own country,2660271
EECS-Electricity,2021-11,2021,Nov,Qtr4,GB,GB - United Kingdom,IE,IE - Ireland,Other,200000
EECS-Electricity,2021-11,2021,Nov,Qtr4,GB,GB - United Kingdom,NO,NO - Norway,Other,114
EECS-Electricity,2021-11,2021,Nov,Qtr4,HR,HR - Croatia,HR,HR - Croatia,AIB Member own country,5496
EECS-Electricity,2021-11,2021,Nov,Qtr4,HU,HU - Hungary,CH,CH - Switzerland,Other AIB member,6934
EECS-Electricity,2021-11,2021,Nov,Qtr4,HU,HU - Hungary,CZ,CZ - Czech Republic,Other AIB member,40835
EECS-Electricity,2021-11,2021,Nov,Qtr4,HU,HU - Hungary,NO,NO - Norway,Other AIB member,287345
EECS-Electricity,2021-11,2021,Nov,Qtr4,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,1792189
EECS-Electricity,2021-11,2021,Nov,Qtr4,IT,IT - Italy,IT,IT - Italy,AIB Member own country,238557
EECS-Electricity,2021-11,2021,Nov,Qtr4,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,2
EECS-Electricity,2021-11,2021,Nov,Qtr4,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,107712
EECS-Electricity,2021-11,2021,Nov,Qtr4,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,45000
EECS-Electricity,2021-11,2021,Nov,Qtr4,LV,LV - Latvia,LV,LV - Latvia,AIB Member own country,72884
EECS-Electricity,2021-11,2021,Nov,Qtr4,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,8132072
EECS-Electricity,2021-11,2021,Nov,Qtr4,NO,NO - Norway,NO,NO - Norway,AIB Member own country,2092591
EECS-Electricity,2021-11,2021,Nov,Qtr4,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,8046
EECS-Electricity,2021-11,2021,Nov,Qtr4,PT,PT - Portugal,PT,PT - Portugal,AIB Member own country,383028
EECS-Electricity,2021-11,2021,Nov,Qtr4,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,161827
EECS-Electricity,2021-11,2021,Nov,Qtr4,RS,RS - Serbia,RS,RS - Serbia,AIB Member own country,102524
EECS-Electricity,2021-11,2021,Nov,Qtr4,RU,RU - Russian Federation,FI,FI - Finland,Other,500
EECS-Electricity,2021-11,2021,Nov,Qtr4,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,2648931
EECS-Electricity,2021-11,2021,Nov,Qtr4,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,3791
EECS-Electricity,2021-11,2021,Nov,Qtr4,SK,SK - Slovakia,SK,SK - Slovakia,AIB Member own country,611194
EECS-Electricity,2021-11,2021,Nov,Qtr4,UA,UA - Ukraine,NO,NO - Norway,EU/EEA/EC non AIB Member,1114
EECS-Electricity,2021-11,2021,Nov,Qtr4,US,US - United States of America,NO,NO - Norway,Other,281733
EECS-Electricity,2021-12,2021,Dec,Qtr4,AT,AT - Austria,AT,AT - Austria,AIB Member own country,5288891
EECS-Electricity,2021-12,2021,Dec,Qtr4,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,41211
EECS-Electricity,2021-12,2021,Dec,Qtr4,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,558937
EECS-Electricity,2021-12,2021,Dec,Qtr4,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,549301
EECS-Electricity,2021-12,2021,Dec,Qtr4,BG,BG - Bulgaria,NO,NO - Norway,EU/EEA/EC non AIB Member,2499
EECS-Electricity,2021-12,2021,Dec,Qtr4,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,658835
EECS-Electricity,2021-12,2021,Dec,Qtr4,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,384386
EECS-Electricity,2021-12,2021,Dec,Qtr4,DE,DE - Germany,DE,DE - Germany,AIB Member own country,4930931
EECS-Electricity,2021-12,2021,Dec,Qtr4,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,1024752
EECS-Electricity,2021-12,2021,Dec,Qtr4,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,113647
EECS-Electricity,2021-12,2021,Dec,Qtr4,ES,ES - Spain,ES,ES - Spain,AIB Member own country,117134
EECS-Electricity,2021-12,2021,Dec,Qtr4,FI,FI - Finland,FI,FI - Finland,AIB Member own country,2467434
EECS-Electricity,2021-12,2021,Dec,Qtr4,FR,FR - France,FR,FR - France,AIB Member own country,8140902
EECS-Electricity,2021-12,2021,Dec,Qtr4,GB,GB - United Kingdom,NO,NO - Norway,Other,7164670
EECS-Electricity,2021-12,2021,Dec,Qtr4,HU,HU - Hungary,CZ,CZ - Czech Republic,Other AIB member,12672
EECS-Electricity,2021-12,2021,Dec,Qtr4,HU,HU - Hungary,FR,FR - France,Other AIB member,40500
EECS-Electricity,2021-12,2021,Dec,Qtr4,HU,HU - Hungary,NO,NO - Norway,Other AIB member,100646
EECS-Electricity,2021-12,2021,Dec,Qtr4,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,1084908
EECS-Electricity,2021-12,2021,Dec,Qtr4,IS,IS - Iceland,IS,IS - Iceland,AIB Member own country,423
EECS-Electricity,2021-12,2021,Dec,Qtr4,IT,IT - Italy,CH,CH - Switzerland,Other AIB member,70
EECS-Electricity,2021-12,2021,Dec,Qtr4,IT,IT - Italy,IT,IT - Italy,AIB Member own country,377698
EECS-Electricity,2021-12,2021,Dec,Qtr4,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,1
EECS-Electricity,2021-12,2021,Dec,Qtr4,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,213782
EECS-Electricity,2021-12,2021,Dec,Qtr4,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,215258
EECS-Electricity,2021-12,2021,Dec,Qtr4,LV,LV - Latvia,LV,LV - Latvia,AIB Member own country,76499
EECS-Electricity,2021-12,2021,Dec,Qtr4,MT,MT - Malta,FR,FR - France,EU/EEA/EC non AIB Member,6749
EECS-Electricity,2021-12,2021,Dec,Qtr4,MT,MT - Malta,NO,NO - Norway,EU/EEA/EC non AIB Member,546
EECS-Electricity,2021-12,2021,Dec,Qtr4,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,10480858
EECS-Electricity,2021-12,2021,Dec,Qtr4,NO,NO - Norway,NO,NO - Norway,AIB Member own country,2579991
EECS-Electricity,2021-12,2021,Dec,Qtr4,PL,PL - Poland,FR,FR - France,EU/EEA/EC non AIB Member,130382
EECS-Electricity,2021-12,2021,Dec,Qtr4,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,26807
EECS-Electricity,2021-12,2021,Dec,Qtr4,PT,PT - Portugal,PT,PT - Portugal,AIB Member own country,28730
EECS-Electricity,2021-12,2021,Dec,Qtr4,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,15081
EECS-Electricity,2021-12,2021,Dec,Qtr4,RS,RS - Serbia,RS,RS - Serbia,AIB Member own country,194815
EECS-Electricity,2021-12,2021,Dec,Qtr4,RU,RU - Russian Federation,FI,FI - Finland,Other,5073
EECS-Electricity,2021-12,2021,Dec,Qtr4,RU,RU - Russian Federation,NO,NO - Norway,Other,9379
EECS-Electricity,2021-12,2021,Dec,Qtr4,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,5169948
EECS-Electricity,2021-12,2021,Dec,Qtr4,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,7300
EECS-Electricity,2021-12,2021,Dec,Qtr4,SK,SK - Slovakia,SK,SK - Slovakia,AIB Member own country,387278
EECS-Electricity,2021-12,2021,Dec,Qtr4,TR,TR - Turkey,NO,NO - Norway,Other,792
EECS-Electricity,2022-01,2022,Jan,Qtr1,AL,AL - Albania,FR,FR - France,EU/EEA/EC non AIB Member,9000
EECS-Electricity,2022-01,2022,Jan,Qtr1,AT,AT - Austria,AT,AT - Austria,AIB Member own country,989533
EECS-Electricity,2022-01,2022,Jan,Qtr1,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,15045
EECS-Electricity,2022-01,2022,Jan,Qtr1,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,92921
EECS-Electricity,2022-01,2022,Jan,Qtr1,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,189269
EECS-Electricity,2022-01,2022,Jan,Qtr1,BG,BG - Bulgaria,CZ,CZ - Czech Republic,EU/EEA/EC non AIB Member,2880
EECS-Electricity,2022-01,2022,Jan,Qtr1,BG,BG - Bulgaria,NO,NO - Norway,EU/EEA/EC non AIB Member,15288
EECS-Electricity,2022-01,2022,Jan,Qtr1,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,355192
EECS-Electricity,2022-01,2022,Jan,Qtr1,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,473735
EECS-Electricity,2022-01,2022,Jan,Qtr1,DE,DE - Germany,DE,DE - Germany,AIB Member own country,19338837
EECS-Electricity,2022-01,2022,Jan,Qtr1,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,4331844
EECS-Electricity,2022-01,2022,Jan,Qtr1,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,196113
EECS-Electricity,2022-01,2022,Jan,Qtr1,ES,ES - Spain,ES,ES - Spain,AIB Member own country,276829
EECS-Electricity,2022-01,2022,Jan,Qtr1,FI,FI - Finland,FI,FI - Finland,AIB Member own country,4152003
EECS-Electricity,2022-01,2022,Jan,Qtr1,FR,FR - France,FR,FR - France,AIB Member own country,9696706
EECS-Electricity,2022-01,2022,Jan,Qtr1,GB,GB - United Kingdom,FR,FR - France,Other,13972
EECS-Electricity,2022-01,2022,Jan,Qtr1,GB,GB - United Kingdom,IE,IE - Ireland,Other,670560
EECS-Electricity,2022-01,2022,Jan,Qtr1,GB,GB - United Kingdom,NO,NO - Norway,Other,138527
EECS-Electricity,2022-01,2022,Jan,Qtr1,HR,HR - Croatia,HR,HR - Croatia,AIB Member own country,547956
EECS-Electricity,2022-01,2022,Jan,Qtr1,HU,HU - Hungary,CZ,CZ - Czech Republic,Other AIB member,221116
EECS-Electricity,2022-01,2022,Jan,Qtr1,HU,HU - Hungary,FR,FR - France,Other AIB member,1200
EECS-Electricity,2022-01,2022,Jan,Qtr1,HU,HU - Hungary,NO,NO - Norway,Other AIB member,193563
EECS-Electricity,2022-01,2022,Jan,Qtr1,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,581589
EECS-Electricity,2022-01,2022,Jan,Qtr1,IL,IL - Israel,NO,NO - Norway,Other,29
EECS-Electricity,2022-01,2022,Jan,Qtr1,IS,IS - Iceland,IS,IS - Iceland,AIB Member own country,265098
EECS-Electricity,2022-01,2022,Jan,Qtr1,IT,IT - Italy,IT,IT - Italy,AIB Member own country,7798739
EECS-Electricity,2022-01,2022,Jan,Qtr1,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,24562
EECS-Electricity,2022-01,2022,Jan,Qtr1,LI,LI - Liechtenstein,NO,NO - Norway,EU/EEA/EC non AIB Member,170
EECS-Electricity,2022-01,2022,Jan,Qtr1,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,35303
EECS-Electricity,2022-01,2022,Jan,Qtr1,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,962607
EECS-Electricity,2022-01,2022,Jan,Qtr1,LV,LV - Latvia,LV,LV - Latvia,AIB Member own country,64557
EECS-Electricity,2022-01,2022,Jan,Qtr1,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,12542301
EECS-Electricity,2022-01,2022,Jan,Qtr1,NO,NO - Norway,NO,NO - Norway,AIB Member own country,2762068
EECS-Electricity,2022-01,2022,Jan,Qtr1,PL,PL - Poland,FR,FR - France,EU/EEA/EC non AIB Member,251
EECS-Electricity,2022-01,2022,Jan,Qtr1,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,94974
EECS-Electricity,2022-01,2022,Jan,Qtr1,PT,PT - Portugal,PT,PT - Portugal,AIB Member own country,2143590
EECS-Electricity,2022-01,2022,Jan,Qtr1,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,71395
EECS-Electricity,2022-01,2022,Jan,Qtr1,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,8478183
EECS-Electricity,2022-01,2022,Jan,Qtr1,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,114949
EECS-Electricity,2022-01,2022,Jan,Qtr1,SK,SK - Slovakia,SK,SK - Slovakia,AIB Member own country,511480
EECS-Electricity,2022-01,2022,Jan,Qtr1,UA,UA - Ukraine,NO,NO - Norway,EU/EEA/EC non AIB Member,60
EECS-Electricity,2022-02,2022,Feb,Qtr1,AL,AL - Albania,NO,NO - Norway,EU/EEA/EC non AIB Member,20703
EECS-Electricity,2022-02,2022,Feb,Qtr1,AT,AT - Austria,AT,AT - Austria,AIB Member own country,159220
EECS-Electricity,2022-02,2022,Feb,Qtr1,BA,BA - Bosnia and Herzegovina,CH,CH - Switzerland,EU/EEA/EC non AIB Member,3599
EECS-Electricity,2022-02,2022,Feb,Qtr1,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,223465
EECS-Electricity,2022-02,2022,Feb,Qtr1,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,161076
EECS-Electricity,2022-02,2022,Feb,Qtr1,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,780314
EECS-Electricity,2022-02,2022,Feb,Qtr1,BG,BG - Bulgaria,CZ,CZ - Czech Republic,EU/EEA/EC non AIB Member,2800
EECS-Electricity,2022-02,2022,Feb,Qtr1,BG,BG - Bulgaria,NO,NO - Norway,EU/EEA/EC non AIB Member,284
EECS-Electricity,2022-02,2022,Feb,Qtr1,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,509191
EECS-Electricity,2022-02,2022,Feb,Qtr1,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,551966
EECS-Electricity,2022-02,2022,Feb,Qtr1,DE,DE - Germany,DE,DE - Germany,AIB Member own country,17108517
EECS-Electricity,2022-02,2022,Feb,Qtr1,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,2496985
EECS-Electricity,2022-02,2022,Feb,Qtr1,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,29935
EECS-Electricity,2022-02,2022,Feb,Qtr1,ES,ES - Spain,ES,ES - Spain,AIB Member own country,2977347
EECS-Electricity,2022-02,2022,Feb,Qtr1,FI,FI - Finland,FI,FI - Finland,AIB Member own country,3753679
EECS-Electricity,2022-02,2022,Feb,Qtr1,FR,FR - France,FR,FR - France,AIB Member own country,6035288
EECS-Electricity,2022-02,2022,Feb,Qtr1,GB,GB - United Kingdom,FR,FR - France,Other,50
EECS-Electricity,2022-02,2022,Feb,Qtr1,GB,GB - United Kingdom,NO,NO - Norway,Other,43953
EECS-Electricity,2022-02,2022,Feb,Qtr1,GB,GB - United Kingdom,SE,SE - Sweden,Other,254422
EECS-Electricity,2022-02,2022,Feb,Qtr1,HR,HR - Croatia,HR,HR - Croatia,AIB Member own country,540495
EECS-Electricity,2022-02,2022,Feb,Qtr1,HU,HU - Hungary,CH,CH - Switzerland,Other AIB member,5196
EECS-Electricity,2022-02,2022,Feb,Qtr1,HU,HU - Hungary,CZ,CZ - Czech Republic,Other AIB member,5966
EECS-Electricity,2022-02,2022,Feb,Qtr1,HU,HU - Hungary,FR,FR - France,Other AIB member,83356
EECS-Electricity,2022-02,2022,Feb,Qtr1,HU,HU - Hungary,NO,NO - Norway,Other AIB member,118841
EECS-Electricity,2022-02,2022,Feb,Qtr1,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,833462
EECS-Electricity,2022-02,2022,Feb,Qtr1,IS,IS - Iceland,IS,IS - Iceland,AIB Member own country,1604001
EECS-Electricity,2022-02,2022,Feb,Qtr1,IT,IT - Italy,IT,IT - Italy,AIB Member own country,7782500
EECS-Electricity,2022-02,2022,Feb,Qtr1,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,1
EECS-Electricity,2022-02,2022,Feb,Qtr1,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,122917
EECS-Electricity,2022-02,2022,Feb,Qtr1,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,1844932
EECS-Electricity,2022-02,2022,Feb,Qtr1,LV,LV - Latvia,LV,LV - Latvia,AIB Member own country,108298
EECS-Electricity,2022-02,2022,Feb,Qtr1,MT,MT - Malta,FR,FR - France,EU/EEA/EC non AIB Member,30
EECS-Electricity,2022-02,2022,Feb,Qtr1,MT,MT - Malta,NO,NO - Norway,EU/EEA/EC non AIB Member,39000
EECS-Electricity,2022-02,2022,Feb,Qtr1,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,9442391
EECS-Electricity,2022-02,2022,Feb,Qtr1,NO,NO - Norway,NO,NO - Norway,AIB Member own country,4512874
EECS-Electricity,2022-02,2022,Feb,Qtr1,PL,PL - Poland,FI,FI - Finland,EU/EEA/EC non AIB Member,7629
EECS-Electricity,2022-02,2022,Feb,Qtr1,PL,PL - Poland,FR,FR - France,EU/EEA/EC non AIB Member,418
EECS-Electricity,2022-02,2022,Feb,Qtr1,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,24978
EECS-Electricity,2022-02,2022,Feb,Qtr1,PT,PT - Portugal,PT,PT - Portugal,AIB Member own country,1455641
EECS-Electricity,2022-02,2022,Feb,Qtr1,PT,PTA - Portugal (Autonomous Region of Azores),PT,PT - Portugal,Other,8
EECS-Electricity,2022-02,2022,Feb,Qtr1,PT,PTM - Portugal (Autonomous Region of Madeira),PT,PT - Portugal,Other,6897
EECS-Electricity,2022-02,2022,Feb,Qtr1,RO,RO - Romania,FR,FR - France,EU/EEA/EC non AIB Member,70
EECS-Electricity,2022-02,2022,Feb,Qtr1,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,68098
EECS-Electricity,2022-02,2022,Feb,Qtr1,RS,RS - Serbia,RS,RS - Serbia,AIB Member own country,102991
EECS-Electricity,2022-02,2022,Feb,Qtr1,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,9828649
EECS-Electricity,2022-02,2022,Feb,Qtr1,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,196225
EECS-Electricity,2022-02,2022,Feb,Qtr1,SK,SK - Slovakia,SK,SK - Slovakia,AIB Member own country,524548
EECS-Electricity,2022-02,2022,Feb,Qtr1,UA,UA - Ukraine,NO,NO - Norway,EU/EEA/EC non AIB Member,8182
EECS-Electricity,2022-03,2022,Mar,Qtr1,AT,AT - Austria,AT,AT - Austria,AIB Member own country,24553256
EECS-Electricity,2022-03,2022,Mar,Qtr1,AU,AU - Australia,NO,NO - Norway,Other,333
EECS-Electricity,2022-03,2022,Mar,Qtr1,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,2325443
EECS-Electricity,2022-03,2022,Mar,Qtr1,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,3101688
EECS-Electricity,2022-03,2022,Mar,Qtr1,BG,BG - Bulgaria,CZ,CZ - Czech Republic,EU/EEA/EC non AIB Member,3650
EECS-Electricity,2022-03,2022,Mar,Qtr1,BG,BG - Bulgaria,FR,FR - France,EU/EEA/EC non AIB Member,28
EECS-Electricity,2022-03,2022,Mar,Qtr1,BG,BG - Bulgaria,NO,NO - Norway,EU/EEA/EC non AIB Member,5703
EECS-Electricity,2022-03,2022,Mar,Qtr1,BR,BR - Brazil,NO,NO - Norway,Other,2150
EECS-Electricity,2022-03,2022,Mar,Qtr1,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,8634200
EECS-Electricity,2022-03,2022,Mar,Qtr1,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,655842
EECS-Electricity,2022-03,2022,Mar,Qtr1,DE,DE - Germany,DE,DE - Germany,AIB Member own country,24775495
EECS-Electricity,2022-03,2022,Mar,Qtr1,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,2168569
EECS-Electricity,2022-03,2022,Mar,Qtr1,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,308201
EECS-Electricity,2022-03,2022,Mar,Qtr1,ES,ES - Spain,ES,ES - Spain,AIB Member own country,5836497
EECS-Electricity,2022-03,2022,Mar,Qtr1,FI,FI - Finland,FI,FI - Finland,AIB Member own country,8315707
EECS-Electricity,2022-03,2022,Mar,Qtr1,FR,FR - France,FR,FR - France,AIB Member own country,20441233
EECS-Electricity,2022-03,2022,Mar,Qtr1,GB,GB - United Kingdom,IE,IE - Ireland,Other,263575
EECS-Electricity,2022-03,2022,Mar,Qtr1,GB,GB - United Kingdom,NO,NO - Norway,Other,6342634
EECS-Electricity,2022-03,2022,Mar,Qtr1,GB,GB - United Kingdom,SE,SE - Sweden,Other,840000
EECS-Electricity,2022-03,2022,Mar,Qtr1,GR,GR - Greece,FI,FI - Finland,Other AIB member,8000
EECS-Electricity,2022-03,2022,Mar,Qtr1,HR,HR - Croatia,HR,HR - Croatia,AIB Member own country,210498
EECS-Electricity,2022-03,2022,Mar,Qtr1,HU,HU - Hungary,NO,NO - Norway,Other AIB member,43677
EECS-Electricity,2022-03,2022,Mar,Qtr1,HU,HU - Hungary,HU,HU - Hungary,AIB Member own country,263779
EECS-Electricity,2022-03,2022,Mar,Qtr1,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,6401820
EECS-Electricity,2022-03,2022,Mar,Qtr1,IL,IL - Israel,NO,NO - Norway,Other,1
EECS-Electricity,2022-03,2022,Mar,Qtr1,IN,IN - India,NO,NO - Norway,Other,11651
EECS-Electricity,2022-03,2022,Mar,Qtr1,IS,IS - Iceland,IS,IS - Iceland,AIB Member own country,1397166
EECS-Electricity,2022-03,2022,Mar,Qtr1,IT,IT - Italy,IT,IT - Italy,AIB Member own country,52994737
EECS-Electricity,2022-03,2022,Mar,Qtr1,KZ,KZ - Kazakhstan,NO,NO - Norway,Other,53
EECS-Electricity,2022-03,2022,Mar,Qtr1,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,2
EECS-Electricity,2022-03,2022,Mar,Qtr1,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,246391
EECS-Electricity,2022-03,2022,Mar,Qtr1,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,242520
