Statistics Type,Period,Years,Month,Quarters,Consumption Domain Code,Consumption Domain,Source Domain Code,Source Domain,Cancellation type,Total
EECS-Electricity,2019-06,2019,Jun,Qtr2,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,4149
EECS-Electricity,2019-07,2019,Jul,Qtr3,AT,AT - Austria,AT,AT - Austria,AIB Member own country,359692
EECS-Electricity,2019-07,2019,Jul,Qtr3,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,110904
EECS-Electricity,2019-07,2019,Jul,Qtr3,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,1033011
EECS-Electricity,2019-07,2019,Jul,Qtr3,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,182359
EECS-Electricity,2019-07,2019,Jul,Qtr3,BG,BG - Bulgaria,NO,NO - Norway,EU/EEA/EC non AIB Member,7338
EECS-Electricity,2019-07,2019,Jul,Qtr3,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,371574
EECS-Electricity,2019-07,2019,Jul,Qtr3,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,31535
EECS-Electricity,2019-07,2019,Jul,Qtr3,DE,DE - Germany,DE,DE - Germany,AIB Member own country,4138310
EECS-Electricity,2019-07,2019,Jul,Qtr3,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,482882
EECS-Electricity,2019-07,2019,Jul,Qtr3,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,12535
EECS-Electricity,2019-07,2019,Jul,Qtr3,FI,FI - Finland,FI,FI - Finland,AIB Member own country,246550
EECS-Electricity,2019-07,2019,Jul,Qtr3,FR,FR - France,FR,FR - France,AIB Member own country,3101273
EECS-Electricity,2019-07,2019,Jul,Qtr3,GB,GB - United Kingdom,NO,NO - Norway,Other,265
EECS-Electricity,2019-07,2019,Jul,Qtr3,GR,GR - Greece,NO,NO - Norway,Other AIB member,11762
EECS-Electricity,2019-07,2019,Jul,Qtr3,HR,HR - Croatia,HR,HR - Croatia,AIB Member own country,442
EECS-Electricity,2019-07,2019,Jul,Qtr3,HU,HU - Hungary,NO,NO - Norway,Other AIB member,67289
EECS-Electricity,2019-07,2019,Jul,Qtr3,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,105411
EECS-Electricity,2019-07,2019,Jul,Qtr3,IT,IT - Italy,IT,IT - Italy,AIB Member own country,70656
EECS-Electricity,2019-07,2019,Jul,Qtr3,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,2
EECS-Electricity,2019-07,2019,Jul,Qtr3,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,352
EECS-Electricity,2019-07,2019,Jul,Qtr3,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,20000
EECS-Electricity,2019-07,2019,Jul,Qtr3,LV,LV - Latvia,NO,NO - Norway,Other AIB member,1066
EECS-Electricity,2019-07,2019,Jul,Qtr3,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,3451900
EECS-Electricity,2019-07,2019,Jul,Qtr3,NO,NO - Norway,NO,NO - Norway,AIB Member own country,1590050
EECS-Electricity,2019-07,2019,Jul,Qtr3,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,7732
EECS-Electricity,2019-07,2019,Jul,Qtr3,PT,PT - Portugal,NO,NO - Norway,Other AIB member,13082
EECS-Electricity,2019-07,2019,Jul,Qtr3,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,19551
EECS-Electricity,2019-07,2019,Jul,Qtr3,RS,RS - Serbia,NO,NO - Norway,Other AIB member,6619
EECS-Electricity,2019-07,2019,Jul,Qtr3,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,2851957
EECS-Electricity,2019-07,2019,Jul,Qtr3,SK,SK - Slovakia,NO,NO - Norway,Other AIB member,5764
EECS-Electricity,2019-08,2019,Aug,Qtr3,AT,AT - Austria,AT,AT - Austria,AIB Member own country,45913
EECS-Electricity,2019-08,2019,Aug,Qtr3,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,173094
EECS-Electricity,2019-08,2019,Aug,Qtr3,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,1087434
EECS-Electricity,2019-08,2019,Aug,Qtr3,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,281405
EECS-Electricity,2019-08,2019,Aug,Qtr3,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,430464
EECS-Electricity,2019-08,2019,Aug,Qtr3,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,22889
EECS-Electricity,2019-08,2019,Aug,Qtr3,DE,DE - Germany,DE,DE - Germany,AIB Member own country,2125155
EECS-Electricity,2019-08,2019,Aug,Qtr3,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,74085
EECS-Electricity,2019-08,2019,Aug,Qtr3,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,19684
EECS-Electricity,2019-08,2019,Aug,Qtr3,FI,FI - Finland,FI,FI - Finland,AIB Member own country,823285
EECS-Electricity,2019-08,2019,Aug,Qtr3,FR,FR - France,FR,FR - France,AIB Member own country,1223648
EECS-Electricity,2019-08,2019,Aug,Qtr3,GB,GB - United Kingdom,NO,NO - Norway,Other,109583
EECS-Electricity,2019-08,2019,Aug,Qtr3,HU,HU - Hungary,CH,CH - Switzerland,Other AIB member,184500
EECS-Electricity,2019-08,2019,Aug,Qtr3,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,410343
EECS-Electricity,2019-08,2019,Aug,Qtr3,IT,IT - Italy,IT,IT - Italy,AIB Member own country,17169
EECS-Electricity,2019-08,2019,Aug,Qtr3,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,2
EECS-Electricity,2019-08,2019,Aug,Qtr3,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,351821
EECS-Electricity,2019-08,2019,Aug,Qtr3,LV,LV - Latvia,NO,NO - Norway,Other AIB member,811
EECS-Electricity,2019-08,2019,Aug,Qtr3,MY,MY - Malaysia,DK,DK - Denmark,Other,1
EECS-Electricity,2019-08,2019,Aug,Qtr3,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,3207494
EECS-Electricity,2019-08,2019,Aug,Qtr3,NO,NO - Norway,NO,NO - Norway,AIB Member own country,1358921
EECS-Electricity,2019-08,2019,Aug,Qtr3,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,7039
EECS-Electricity,2019-08,2019,Aug,Qtr3,PT,PT - Portugal,CH,CH - Switzerland,Other AIB member,174
EECS-Electricity,2019-08,2019,Aug,Qtr3,RU,RU - Russian Federation,NO,NO - Norway,Other,50900
EECS-Electricity,2019-08,2019,Aug,Qtr3,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,3568678
EECS-Electricity,2019-08,2019,Aug,Qtr3,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,2045
EECS-Electricity,2019-09,2019,Sep,Qtr3,AT,AT - Austria,AT,AT - Austria,AIB Member own country,7214
EECS-Electricity,2019-09,2019,Sep,Qtr3,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,102419
EECS-Electricity,2019-09,2019,Sep,Qtr3,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,610642
EECS-Electricity,2019-09,2019,Sep,Qtr3,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,75376
EECS-Electricity,2019-09,2019,Sep,Qtr3,BG,BG - Bulgaria,NO,NO - Norway,EU/EEA/EC non AIB Member,4688
EECS-Electricity,2019-09,2019,Sep,Qtr3,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,206917
EECS-Electricity,2019-09,2019,Sep,Qtr3,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,29414
EECS-Electricity,2019-09,2019,Sep,Qtr3,DE,DE - Germany,DE,DE - Germany,AIB Member own country,2596985
EECS-Electricity,2019-09,2019,Sep,Qtr3,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,45400
EECS-Electricity,2019-09,2019,Sep,Qtr3,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,8584
EECS-Electricity,2019-09,2019,Sep,Qtr3,FI,FI - Finland,FI,FI - Finland,AIB Member own country,2287551
EECS-Electricity,2019-09,2019,Sep,Qtr3,FR,FR - France,FR,FR - France,AIB Member own country,1691023
EECS-Electricity,2019-09,2019,Sep,Qtr3,GB,GB - United Kingdom,NO,NO - Norway,Other,64710
EECS-Electricity,2019-09,2019,Sep,Qtr3,GR,GR - Greece,NO,NO - Norway,Other AIB member,7137
EECS-Electricity,2019-09,2019,Sep,Qtr3,HU,HU - Hungary,NO,NO - Norway,Other AIB member,7358
EECS-Electricity,2019-09,2019,Sep,Qtr3,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,39510
EECS-Electricity,2019-09,2019,Sep,Qtr3,IT,IT - Italy,IT,IT - Italy,AIB Member own country,2403
EECS-Electricity,2019-09,2019,Sep,Qtr3,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,1
EECS-Electricity,2019-09,2019,Sep,Qtr3,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,116444
EECS-Electricity,2019-09,2019,Sep,Qtr3,LV,LV - Latvia,EE,EE - Estonia,Other AIB member,110
EECS-Electricity,2019-09,2019,Sep,Qtr3,LV,LV - Latvia,NO,NO - Norway,Other AIB member,4772
EECS-Electricity,2019-09,2019,Sep,Qtr3,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,3178482
EECS-Electricity,2019-09,2019,Sep,Qtr3,NO,NO - Norway,NO,NO - Norway,AIB Member own country,2778915
EECS-Electricity,2019-09,2019,Sep,Qtr3,PL,PL - Poland,FI,FI - Finland,EU/EEA/EC non AIB Member,7500
EECS-Electricity,2019-09,2019,Sep,Qtr3,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,36601
EECS-Electricity,2019-09,2019,Sep,Qtr3,PT,PT - Portugal,NO,NO - Norway,Other AIB member,2000
EECS-Electricity,2019-09,2019,Sep,Qtr3,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,11942
EECS-Electricity,2019-09,2019,Sep,Qtr3,RS,RS - Serbia,NO,NO - Norway,Other AIB member,3923
EECS-Electricity,2019-09,2019,Sep,Qtr3,RU,RU - Russian Federation,NO,NO - Norway,Other,30091
EECS-Electricity,2019-09,2019,Sep,Qtr3,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,3481563
EECS-Electricity,2019-09,2019,Sep,Qtr3,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,18641
EECS-Electricity,2019-09,2019,Sep,Qtr3,SK,SK - Slovakia,NO,NO - Norway,Other AIB member,3251
EECS-Electricity,2019-10,2019,Oct,Qtr4,AT,AT - Austria,AT,AT - Austria,AIB Member own country,609
EECS-Electricity,2019-10,2019,Oct,Qtr4,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,145445
EECS-Electricity,2019-10,2019,Oct,Qtr4,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,2079873
EECS-Electricity,2019-10,2019,Oct,Qtr4,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,1104577
EECS-Electricity,2019-10,2019,Oct,Qtr4,BG,BG - Bulgaria,CZ,CZ - Czech Republic,EU/EEA/EC non AIB Member,1250
EECS-Electricity,2019-10,2019,Oct,Qtr4,BG,BG - Bulgaria,FI,FI - Finland,EU/EEA/EC non AIB Member,22
EECS-Electricity,2019-10,2019,Oct,Qtr4,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,885892
EECS-Electricity,2019-10,2019,Oct,Qtr4,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,13545
EECS-Electricity,2019-10,2019,Oct,Qtr4,DE,DE - Germany,DE,DE - Germany,AIB Member own country,3744451
EECS-Electricity,2019-10,2019,Oct,Qtr4,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,19200
EECS-Electricity,2019-10,2019,Oct,Qtr4,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,43142
EECS-Electricity,2019-10,2019,Oct,Qtr4,FI,FI - Finland,FI,FI - Finland,AIB Member own country,1216577
EECS-Electricity,2019-10,2019,Oct,Qtr4,FR,FR - France,FR,FR - France,AIB Member own country,2042317
EECS-Electricity,2019-10,2019,Oct,Qtr4,GB,GB - United Kingdom,EE,EE - Estonia,Other,1
EECS-Electricity,2019-10,2019,Oct,Qtr4,GB,GB - United Kingdom,FI,FI - Finland,Other,28929
EECS-Electricity,2019-10,2019,Oct,Qtr4,GB,GB - United Kingdom,NO,NO - Norway,Other,19056
EECS-Electricity,2019-10,2019,Oct,Qtr4,GB,GB - United Kingdom,SE,SE - Sweden,Other,45614
EECS-Electricity,2019-10,2019,Oct,Qtr4,HR,HR - Croatia,HR,HR - Croatia,AIB Member own country,1541
EECS-Electricity,2019-10,2019,Oct,Qtr4,HU,HU - Hungary,FI,FI - Finland,Other AIB member,21
EECS-Electricity,2019-10,2019,Oct,Qtr4,HU,HU - Hungary,NO,NO - Norway,Other AIB member,59448
EECS-Electricity,2019-10,2019,Oct,Qtr4,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,201351
EECS-Electricity,2019-10,2019,Oct,Qtr4,IT,IT - Italy,IT,IT - Italy,AIB Member own country,149188
EECS-Electricity,2019-10,2019,Oct,Qtr4,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,1
EECS-Electricity,2019-10,2019,Oct,Qtr4,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,125471
EECS-Electricity,2019-10,2019,Oct,Qtr4,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,29079
EECS-Electricity,2019-10,2019,Oct,Qtr4,LV,LV - Latvia,NO,NO - Norway,Other AIB member,2136
EECS-Electricity,2019-10,2019,Oct,Qtr4,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,3531015
EECS-Electricity,2019-10,2019,Oct,Qtr4,NO,NO - Norway,NO,NO - Norway,AIB Member own country,1813680
EECS-Electricity,2019-10,2019,Oct,Qtr4,PL,PL - Poland,FI,FI - Finland,EU/EEA/EC non AIB Member,4542
EECS-Electricity,2019-10,2019,Oct,Qtr4,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,2700
EECS-Electricity,2019-10,2019,Oct,Qtr4,PT,PT - Portugal,NO,NO - Norway,Other AIB member,257299
EECS-Electricity,2019-10,2019,Oct,Qtr4,RO,RO - Romania,FI,FI - Finland,EU/EEA/EC non AIB Member,14
EECS-Electricity,2019-10,2019,Oct,Qtr4,RU,RU - Russian Federation,NO,NO - Norway,Other,2589
EECS-Electricity,2019-10,2019,Oct,Qtr4,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,3202401
EECS-Electricity,2019-10,2019,Oct,Qtr4,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,3288
EECS-Electricity,2019-10,2019,Oct,Qtr4,SK,SK - Slovakia,FI,FI - Finland,Other AIB member,7
EECS-Electricity,2019-10,2019,Oct,Qtr4,US,US - United States of America,NO,NO - Norway,Other,33000
EECS-Electricity,2019-11,2019,Nov,Qtr4,AT,AT - Austria,AT,AT - Austria,AIB Member own country,4054
EECS-Electricity,2019-11,2019,Nov,Qtr4,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,373474
EECS-Electricity,2019-11,2019,Nov,Qtr4,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,935057
EECS-Electricity,2019-11,2019,Nov,Qtr4,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,235401
EECS-Electricity,2019-11,2019,Nov,Qtr4,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,240093
EECS-Electricity,2019-11,2019,Nov,Qtr4,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,25102
EECS-Electricity,2019-11,2019,Nov,Qtr4,DE,DE - Germany,DE,DE - Germany,AIB Member own country,2753666
EECS-Electricity,2019-11,2019,Nov,Qtr4,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,92645
EECS-Electricity,2019-11,2019,Nov,Qtr4,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,49418
EECS-Electricity,2019-11,2019,Nov,Qtr4,FI,FI - Finland,FI,FI - Finland,AIB Member own country,2036557
EECS-Electricity,2019-11,2019,Nov,Qtr4,FR,FR - France,FR,FR - France,AIB Member own country,1614771
EECS-Electricity,2019-11,2019,Nov,Qtr4,GB,GB - United Kingdom,DK,DK - Denmark,Other,125000
EECS-Electricity,2019-11,2019,Nov,Qtr4,GB,GB - United Kingdom,EE,EE - Estonia,Other,121
EECS-Electricity,2019-11,2019,Nov,Qtr4,GB,GB - United Kingdom,NO,NO - Norway,Other,1500395
EECS-Electricity,2019-11,2019,Nov,Qtr4,GR,GR - Greece,NO,NO - Norway,Other AIB member,223
EECS-Electricity,2019-11,2019,Nov,Qtr4,HU,HU - Hungary,CH,CH - Switzerland,Other AIB member,131853
EECS-Electricity,2019-11,2019,Nov,Qtr4,HU,HU - Hungary,NO,NO - Norway,Other AIB member,296
EECS-Electricity,2019-11,2019,Nov,Qtr4,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,1245970
EECS-Electricity,2019-11,2019,Nov,Qtr4,IT,IT - Italy,IT,IT - Italy,AIB Member own country,125791
EECS-Electricity,2019-11,2019,Nov,Qtr4,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,1
EECS-Electricity,2019-11,2019,Nov,Qtr4,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,152498
EECS-Electricity,2019-11,2019,Nov,Qtr4,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,5000
EECS-Electricity,2019-11,2019,Nov,Qtr4,LV,LV - Latvia,NO,NO - Norway,Other AIB member,1193
EECS-Electricity,2019-11,2019,Nov,Qtr4,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,4050833
EECS-Electricity,2019-11,2019,Nov,Qtr4,NO,NO - Norway,NO,NO - Norway,AIB Member own country,1805429
EECS-Electricity,2019-11,2019,Nov,Qtr4,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,14072
EECS-Electricity,2019-11,2019,Nov,Qtr4,PT,PT - Portugal,NO,NO - Norway,Other AIB member,9768
EECS-Electricity,2019-11,2019,Nov,Qtr4,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,33
EECS-Electricity,2019-11,2019,Nov,Qtr4,RU,RU - Russian Federation,NO,NO - Norway,Other,652
EECS-Electricity,2019-11,2019,Nov,Qtr4,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,3141542
EECS-Electricity,2019-11,2019,Nov,Qtr4,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,4156
EECS-Electricity,2019-11,2019,Nov,Qtr4,US,US - United States of America,NO,NO - Norway,Other,226875
EECS-Electricity,2019-12,2019,Dec,Qtr4,AL,AL - Albania,NO,NO - Norway,EU/EEA/EC non AIB Member,16
EECS-Electricity,2019-12,2019,Dec,Qtr4,AT,AT - Austria,AT,AT - Austria,AIB Member own country,5886243
EECS-Electricity,2019-12,2019,Dec,Qtr4,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,25171
EECS-Electricity,2019-12,2019,Dec,Qtr4,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,1210828
EECS-Electricity,2019-12,2019,Dec,Qtr4,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,261706
EECS-Electricity,2019-12,2019,Dec,Qtr4,BG,BG - Bulgaria,NO,NO - Norway,EU/EEA/EC non AIB Member,54
EECS-Electricity,2019-12,2019,Dec,Qtr4,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,139652
EECS-Electricity,2019-12,2019,Dec,Qtr4,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,62108
EECS-Electricity,2019-12,2019,Dec,Qtr4,DE,DE - Germany,DE,DE - Germany,AIB Member own country,6873859
EECS-Electricity,2019-12,2019,Dec,Qtr4,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,327187
EECS-Electricity,2019-12,2019,Dec,Qtr4,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,48811
EECS-Electricity,2019-12,2019,Dec,Qtr4,FI,FI - Finland,FI,FI - Finland,AIB Member own country,2597312
EECS-Electricity,2019-12,2019,Dec,Qtr4,FR,FR - France,FR,FR - France,AIB Member own country,1816050
EECS-Electricity,2019-12,2019,Dec,Qtr4,GB,GB - United Kingdom,CH,CH - Switzerland,Other,7558
EECS-Electricity,2019-12,2019,Dec,Qtr4,GB,GB - United Kingdom,DK,DK - Denmark,Other,236673
EECS-Electricity,2019-12,2019,Dec,Qtr4,GB,GB - United Kingdom,EE,EE - Estonia,Other,1879
EECS-Electricity,2019-12,2019,Dec,Qtr4,GB,GB - United Kingdom,NO,NO - Norway,Other,5484215
EECS-Electricity,2019-12,2019,Dec,Qtr4,GB,GB - United Kingdom,SE,SE - Sweden,Other,3279
EECS-Electricity,2019-12,2019,Dec,Qtr4,HR,HR - Croatia,HR,HR - Croatia,AIB Member own country,2975
EECS-Electricity,2019-12,2019,Dec,Qtr4,HU,HU - Hungary,FR,FR - France,Other AIB member,41904
EECS-Electricity,2019-12,2019,Dec,Qtr4,HU,HU - Hungary,NO,NO - Norway,Other AIB member,104653
EECS-Electricity,2019-12,2019,Dec,Qtr4,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,61397
EECS-Electricity,2019-12,2019,Dec,Qtr4,IL,IL - Israel,NO,NO - Norway,Other,500
EECS-Electricity,2019-12,2019,Dec,Qtr4,IT,IT - Italy,BE,BEW - Belgium (Wallonia),Other AIB member,100000
EECS-Electricity,2019-12,2019,Dec,Qtr4,IT,IT - Italy,IT,IT - Italy,AIB Member own country,574364
EECS-Electricity,2019-12,2019,Dec,Qtr4,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,1
EECS-Electricity,2019-12,2019,Dec,Qtr4,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,187875
EECS-Electricity,2019-12,2019,Dec,Qtr4,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,130777
EECS-Electricity,2019-12,2019,Dec,Qtr4,LV,LV - Latvia,EE,EE - Estonia,Other AIB member,392
EECS-Electricity,2019-12,2019,Dec,Qtr4,MK,MK - Macedonia,NO,NO - Norway,Other,150
EECS-Electricity,2019-12,2019,Dec,Qtr4,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,5991241
EECS-Electricity,2019-12,2019,Dec,Qtr4,NO,NO - Norway,NO,NO - Norway,AIB Member own country,1378231
EECS-Electricity,2019-12,2019,Dec,Qtr4,PL,PL - Poland,FR,FR - France,EU/EEA/EC non AIB Member,130948
EECS-Electricity,2019-12,2019,Dec,Qtr4,PL,PL - Poland,NL,NL - Netherlands,EU/EEA/EC non AIB Member,10521
EECS-Electricity,2019-12,2019,Dec,Qtr4,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,58936
EECS-Electricity,2019-12,2019,Dec,Qtr4,PT,PT - Portugal,CH,CH - Switzerland,Other AIB member,7265
EECS-Electricity,2019-12,2019,Dec,Qtr4,PT,PT - Portugal,NO,NO - Norway,Other AIB member,530468
EECS-Electricity,2019-12,2019,Dec,Qtr4,RO,RO - Romania,FR,FR - France,EU/EEA/EC non AIB Member,74248
EECS-Electricity,2019-12,2019,Dec,Qtr4,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,30
EECS-Electricity,2019-12,2019,Dec,Qtr4,RS,RS - Serbia,NO,NO - Norway,Other AIB member,163
EECS-Electricity,2019-12,2019,Dec,Qtr4,RU,RU - Russian Federation,FI,FI - Finland,Other,5000
EECS-Electricity,2019-12,2019,Dec,Qtr4,RU,RU - Russian Federation,NO,NO - Norway,Other,1272
EECS-Electricity,2019-12,2019,Dec,Qtr4,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,4426821
EECS-Electricity,2019-12,2019,Dec,Qtr4,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,215
EECS-Electricity,2019-12,2019,Dec,Qtr4,SK,SK - Slovakia,CZ,CZ - Czech Republic,Other AIB member,109000
EECS-Electricity,2019-12,2019,Dec,Qtr4,SK,SK - Slovakia,NO,NO - Norway,Other AIB member,67
EECS-Electricity,2019-12,2019,Dec,Qtr4,UA,UA - Ukraine,NO,NO - Norway,EU/EEA/EC non AIB Member,385
EECS-Electricity,2020-01,2020,Jan,Qtr1,AT,AT - Austria,AT,AT - Austria,AIB Member own country,922814
EECS-Electricity,2020-01,2020,Jan,Qtr1,BA,BA - Bosnia and Herzegovina,NO,NO - Norway,EU/EEA/EC non AIB Member,144
EECS-Electricity,2020-01,2020,Jan,Qtr1,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,483570
EECS-Electricity,2020-01,2020,Jan,Qtr1,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,1045375
EECS-Electricity,2020-01,2020,Jan,Qtr1,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,89907
EECS-Electricity,2020-01,2020,Jan,Qtr1,BG,BG - Bulgaria,NO,NO - Norway,EU/EEA/EC non AIB Member,5411
EECS-Electricity,2020-01,2020,Jan,Qtr1,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,766855
EECS-Electricity,2020-01,2020,Jan,Qtr1,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,111145
EECS-Electricity,2020-01,2020,Jan,Qtr1,DE,DE - Germany,DE,DE - Germany,AIB Member own country,25612876
EECS-Electricity,2020-01,2020,Jan,Qtr1,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,1420016
EECS-Electricity,2020-01,2020,Jan,Qtr1,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,55596
EECS-Electricity,2020-01,2020,Jan,Qtr1,FI,FI - Finland,FI,FI - Finland,AIB Member own country,3325027
EECS-Electricity,2020-01,2020,Jan,Qtr1,FR,FR - France,FR,FR - France,AIB Member own country,6128319
EECS-Electricity,2020-01,2020,Jan,Qtr1,GB,GB - United Kingdom,NO,NO - Norway,Other,135088
EECS-Electricity,2020-01,2020,Jan,Qtr1,GR,GR - Greece,DK,DK - Denmark,Other AIB member,591
EECS-Electricity,2020-01,2020,Jan,Qtr1,GR,GR - Greece,NO,NO - Norway,Other AIB member,1974
EECS-Electricity,2020-01,2020,Jan,Qtr1,HR,HR - Croatia,HR,HR - Croatia,AIB Member own country,487975
EECS-Electricity,2020-01,2020,Jan,Qtr1,HU,HU - Hungary,CZ,CZ - Czech Republic,Other AIB member,72108
EECS-Electricity,2020-01,2020,Jan,Qtr1,HU,HU - Hungary,DK,DK - Denmark,Other AIB member,591
EECS-Electricity,2020-01,2020,Jan,Qtr1,HU,HU - Hungary,NO,NO - Norway,Other AIB member,27642
